symbols,brain > body (default),brain >= body,brain non-zero
DHFR,0,1,1
DHODH,0,0,1
DHPS,0,1,1
CYB5R3,0,0,1
NQO1,0,1,1
DIAPH1,0,0,1
DIAPH2,0,0,1
SEPT1,0,1,1
DIO1,0,1,1
DIO2,0,1,1
DIO3,0,0,1
DKC1,0,0,1
DLAT,0,1,1
DLD,0,0,1
DLG1,1,1,1
DLG2,1,1,1
DLG3,0,1,1
DLG4,1,1,1
DLST,0,0,1
DLX1,1,1,1
DLX2,0,0,0
DLX3,0,1,1
DLX4,0,1,1
DLX5,0,1,1
DLX6,0,0,0
DMBT1,0,1,1
DMD,0,0,1
SARDH,0,1,1
DMP1,0,0,0
DNM1,1,1,1
DMPK,0,0,1
DMRT1,0,0,0
DMWD,0,1,1
DNA2,0,1,1
DNAH5,0,1,1
DNAH6,0,1,1
DNAH8,0,1,1
DNAH9,1,1,1
DNASE1,0,1,1
DNASE1L1,0,0,1
DNASE1L2,1,1,1
DNASE1L3,0,0,1
DNASE2,0,0,1
DYNC1H1,0,1,1
DYNC1I1,1,1,1
DYNC1I2,0,1,1
DYNC1LI2,1,1,1
DNM2,0,0,1
DNMT1,0,0,1
TRDMT1,0,1,1
DNMT3A,0,1,1
DNMT3B,0,1,1
DNTT,0,0,0
DOCK1,0,1,1
DOCK2,0,0,1
DOCK3,1,1,1
DOK1,0,0,1
DXO,0,0,1
DPAGT1,0,0,1
DPEP1,0,0,1
DPH2,0,0,1
DPP4,0,0,1
DPP6,1,1,1
DPT,0,0,1
DPYD,0,0,1
DPYS,0,1,1
DPYSL2,1,1,1
DPYSL3,0,1,1
DR1,0,0,1
SLC26A3,0,1,1
DRD1,1,1,1
DRD2,1,1,1
DRD3,0,0,0
DRD4,0,1,1
DRD5,0,0,0
DRG2,0,0,1
ARID3A,0,0,1
DRP2,1,1,1
ATN1,0,1,1
DSC1,0,1,1
DSC2,0,0,1
DSC3,0,1,1
DSCAM,1,1,1
RCAN1,1,1,1
DSG1,0,1,1
DSG2,0,0,1
DSG3,0,1,1
TSC22D3,0,0,1
DSP,0,0,1
EPYC,0,0,0
DSPP,0,0,0
SLC26A2,0,0,1
DTNA,1,1,1
DTNB,1,1,1
HBEGF,0,1,1
DTX1,1,1,1
DTYMK,0,0,1
ECM2,0,0,1
DUSP1,0,0,1
DUSP2,0,1,1
DUSP3,0,0,1
DUSP4,0,1,1
DUSP,0,0,1
DUSP6,0,0,1
DUSP7,0,1,1
DUSP8,1,1,1
DUSP9,1,1,1
DUT,0,0,1
DVL1,0,1,1
DVL2,0,0,1
DVL3,0,0,1
DYRK1A,0,0,1
TOR1A,0,0,1
E2F1,0,1,1
E2F2,0,0,1
E2F3,0,0,1
E2F4,0,0,1
E2F5,0,0,1
E2F6,0,0,1
E4F1,0,0,1
EBF1,0,0,1
GPR183,0,0,1
ECE1,0,0,1
TYMP,0,0,1
ECH1,0,0,1
ECHS1,0,1,1
ECM1,0,0,1
ECT2,0,0,1
EDA,0,0,1
S1PR1,0,1,1
LPAR1,1,1,1
S1PR3,0,0,1
EDN1,0,1,1
EDN2,0,0,0
EDN3,0,1,1
EDNRA,0,0,1
EDNRB,0,1,1
PHC1,0,1,1
PHC2,0,0,1
EEF1A1,0,0,1
EEF1A2,1,1,1
EEF1B2,0,0,1
EEF1D,0,0,1
EEF1G,0,0,1
EEF2,0,0,1
LGTN,0,0,1
EFNA1,0,0,1
EFNA2,1,1,1
EFNA3,1,1,1
EFNA4,0,0,1
EFNA5,0,1,1
EFNB1,0,0,1
EFNB2,0,1,1
EFNB3,1,1,1
EGF,0,1,1
CELSR3,1,1,1
CELSR2,1,1,1
MEGF6,0,0,1
MEGF8,1,1,1
MEGF9,1,1,1
EGFR,0,0,1
EGR1,0,0,1
EGR2,0,0,1
EGR3,0,1,1
EGR4,1,1,1
EHHADH,0,0,1
EIF1AX,0,1,1
EIF2S1,0,0,1
EIF2B1,0,0,1
EIF2S3,0,0,1
EPHA2,0,0,1
EIF4A1,0,0,1
EIF4A2,0,1,1
EIF4B,0,0,1
EIF4E,1,1,1
EIF4EBP1,0,0,1
EIF4EBP2,0,0,1
EIF4G1,0,0,1
EIF4G2,0,0,1
EIF5,0,1,1
EIF5A,0,0,1
CELA1,0,0,0
ELANE,0,0,1
SERPINB1,0,0,1
ELAVL2,1,1,1
ELAVL1,0,0,1
ELAVL3,1,1,1
ELAVL4,1,1,1
ELF1,0,0,1
ELF2,0,0,1
ELF3,0,0,1
ELF4,0,0,1
ELF5,0,0,0
ELK1,0,1,1
ELK3,0,0,1
ELK4,0,0,1
ELN,0,0,1
EML1,0,0,1
EMD,0,0,1
MARK2,0,0,1
EMP1,0,0,1
EMP2,0,0,1
EMP3,0,0,1
ADGRE1,0,1,1
EMX1,0,1,1
CTTN,0,0,1
EMX2,0,1,1
EN1,0,1,1
EN2,1,1,1
ENDOG,0,1,1
ENG,0,0,1
ENO1,0,1,1
ENO2,1,1,1
ENO3,0,0,1
ENPEP,0,0,1
ENSA,0,1,1
SLC29A1,0,0,1
EP300,0,0,1
EPAS1,0,0,1
EPB41,0,0,1
EPB41L1,1,1,1
EPB41L2,0,1,1
EPB42,0,1,1
DMTN,1,1,1
STOM,0,0,1
EPHA1,0,0,1
EPHA3,0,0,1
EPHA4,0,1,1
EPHA5,1,1,1
EPHA7,0,1,1
EPHA8,1,1,1
EPHB1,1,1,1
EPHB2,0,1,1
EPHB3,0,1,1
EPHB4,0,0,1
EPHB6,0,1,1
EPHX1,0,1,1
EPHX2,0,0,1
STX2,0,0,1
CLN8,0,1,1
EPO,0,1,1
EPOR,0,0,1
EPRS,0,0,1
EPS8,0,0,1
EPS15,0,1,1
NR2F6,0,0,1
ERBB2,0,0,1
ERBB3,0,1,1
ERBB4,1,1,1
ERCC1,0,0,1
ERCC2,0,1,1
EREG,0,0,0
EYA4,0,0,1
ERCC3,0,1,1
ERCC4,0,1,1
ERCC5,0,0,1
ERCC6,0,0,1
ERF,0,0,1
ERG,0,0,1
ERH,0,1,1
ERN1,0,0,1
FBL,0,0,1
ESD,0,0,1
ESR1,0,0,1
ESR2,0,0,1
ESRRA,0,0,1
ESRRB,0,1,1
ESRRG,0,1,1
ETF1,0,0,1
ETFA,0,0,1
ETFB,0,1,1
ETFDH,0,0,1
ETS1,0,0,1
ETS2,0,0,1
ETV1,1,1,1
ETV2,0,0,1
ETV3,0,0,1
ETV4,0,0,1
ETV5,1,1,1
ETV6,0,0,1
EVC,0,0,1
MECOM,0,0,1
EVI2A,1,1,1
EVI2B,0,0,1
EVPL,0,0,1
EVX1,0,0,0
EWSR1,0,0,1
EXT1,0,0,1
EXT2,0,0,1
EXTL1,1,1,1
EXTL2,0,1,1
EXTL3,0,1,1
EYA1,1,1,1
EYA2,0,1,1
EYA3,0,0,1
EZH1,0,1,1
EZH2,0,0,1
F2,0,1,1
F2R,0,0,1
F2RL1,0,0,1
F2RL2,0,0,0
F3,0,1,1
F5,0,0,1
F7,0,1,1
F8,0,0,1
F9,0,0,0
F10,0,0,1
F11,0,1,1
F12,0,1,1
F13A1,0,0,1
F13B,0,0,0
FAAH,0,1,1
FABP4,0,0,1
FABP1,0,1,1
FABP2,0,0,0
FABP3,0,1,1
FABP5,0,1,1
FABP6,1,1,1
FABP7,1,1,1
FANCA,0,1,1
FANCC,0,0,1
FANCD2,0,0,1
FANCE,0,0,1
ACSL1,0,0,1
ACSL3,0,1,1
ACSL4,0,0,1
FAH,0,0,1
PTK2B,1,1,1
BPTF,0,1,1
FANCB,0,1,1
FANCF,0,0,1
FANCG,0,1,1
FAP,0,0,1
FBLN1,0,0,1
FARSA,0,1,1
FASN,0,1,1
FAT1,0,0,1
FAT2,0,1,1
FAU,0,0,1
FBLN2,0,0,1
FBN1,0,0,1
FBN2,0,0,1
EFEMP1,0,1,1
FBP1,0,0,1
FCAR,0,1,1
FCER1A,0,0,1
MS4A2,0,0,0
FCER1G,0,0,1
FCER2,0,1,1
FCGR1A,0,1,1
FCGR1B,0,1,1
FCGR2A,0,0,1
FCGR2B,0,0,1
FCGR3A,0,1,1
FCGR3B,0,1,1
FCGRT,0,0,1
FKTN,0,1,1
FCN1,0,0,1
FCN2,0,0,0
FDFT1,0,0,1
FDPS,0,0,1
FDX1,0,0,1
FDXR,0,1,1
FECH,0,0,1
FEN1,0,1,1
GPC4,0,0,1
FER,0,0,1
FES,0,0,1
FGA,0,0,0
FGB,0,0,0
FGD1,0,1,1
FGF1,1,1,1
FGF2,0,1,1
FGF3,0,0,0
FGF4,0,0,0
FGF5,0,0,0
FGF6,0,0,0
FGF7,0,0,1
FGF8,1,1,1
FGF9,1,1,1
FGF10,0,0,1
FGF11,0,1,1
FGF12,1,1,1
FGF13,1,1,1
FGF14,1,1,1
FGFR1,0,0,1
FGFR3,1,1,1
GPC5,1,1,1
FGFR2,1,1,1
FGFR4,0,0,1
FGG,0,1,1
FGL1,0,1,1
FGR,0,0,1
FH,0,0,1
FHIT,0,1,1
FHL1,0,1,1
FHL2,0,0,1
FHL3,0,0,1
VEGFD,0,0,1
FKBP1A,0,1,1
FKBP1B,1,1,1
FKBP2,0,1,1
FKBP3,1,1,1
FKBP4,0,1,1
FKBP5,0,0,1
FOXG1,1,1,1
FOXF1,0,1,1
FOXF2,0,1,1
FOXC1,0,0,1
FOXD1,0,1,1
FOXD4,1,1,1
FOXI1,0,0,0
FOXL1,0,0,1
FOXE3,0,1,1
FOXJ1,1,1,1
FOXC2,0,0,1
FOXE1,0,0,0
FOXM1,0,0,1
FOXD2,0,0,1
FOXS1,0,1,1
FOXO1,0,0,1
FOXO3B,0,0,1
FLG,0,1,1
FLI1,0,0,1
FLII,0,0,1
MLANA,0,1,1
FLNA,0,0,1
FLNB,0,0,1
FLNC,0,0,1
FLOT2,0,0,1
FLT1,0,1,1
FLT3,0,1,1
FLT3LG,0,0,1
FLT4,0,0,1
FMO1,0,0,1
FMO2,0,0,1
FMO3,0,0,1
FMO4,0,0,1
FMO5,0,0,1
FMOD,0,0,1
FMR1,0,1,1
AFF2,1,1,1
FN1,0,0,1
FNTA,0,0,1
FNTB,0,1,1
FOLH1,1,1,1
FOLR1,0,1,1
FOLR2,0,0,1
FOLR3,0,1,1
FOS,0,0,1
FOSB,0,0,1
FOSL2,0,0,1
FPGS,0,0,1
FPR1,0,0,1
FPR2,0,1,1
FPR3,0,0,1
FXN,0,0,1
FRK,0,0,1
MTOR,0,0,1
FRG1,0,0,1
FRZB,0,1,1
FSHB,0,0,0
CENPI,0,0,1
FSHR,0,0,0
NR5A2,0,0,1
FTH1,0,1,1
FTL,0,1,1
ADAM2,0,0,0
NR5A1,0,1,1
FUCA1,0,0,1
FUCA2,0,0,1
GAST,0,0,0
FUS,0,1,1
FUT1,0,1,1
FUT2,0,1,1
FUT3,0,0,1
FUT4,0,0,1
FUT5,0,1,1
FUT6,0,0,0
FUT7,0,1,1
FUT8,1,1,1
KDSR,0,1,1
ACKR1,0,0,1
FYB1,0,1,1
FYN,1,1,1
FZD2,0,0,1
IFI6,0,1,1
G6PC,0,0,0
G6PD,0,1,1
SLC37A4,0,0,1
GAGE1,0,0,0
XRCC6,0,0,1
GAA,0,0,1
GAB1,0,1,1
GABBR1,1,1,1
GABPA,0,0,1
GABPB1,0,0,1
GABRA1,1,1,1
GABRA2,1,1,1
GABRA3,1,1,1
GABRA4,1,1,1
GABRA5,1,1,1
GABRA6,1,1,1
GABRB1,1,1,1
GABRB2,1,1,1
GABRB3,1,1,1
GABRD,1,1,1
GABRE,0,0,1
GABRG1,1,1,1
GABRG2,1,1,1
GABRG3,1,1,1
GABRP,0,0,1
GABRR1,0,0,0
GABRR2,0,0,1
GAD1,1,1,1
GAD2,1,1,1
GAGE2C,0,0,1
GAGE3,0,0,1
GAGE4,0,0,1
GAGE6,0,0,1
GAK,0,0,1
GALC,0,1,1
GALE,0,1,1
B4GALNT1,1,1,1
GALK1,0,0,1
GALK2,0,0,1
GALR1,1,1,1
GALNS,0,0,1
GALNT1,0,0,1
GALNT2,0,0,1
GALNT3,0,0,1
GALT,0,0,1
GAMT,0,1,1
GANC,0,0,1
GAP43,1,1,1
GAPDH,0,1,1
LRRC32,0,0,1
GARS,0,1,1
GART,0,0,1
GAS1,0,0,1
GAS2,0,1,1
GAS6,0,0,1
GAS8,0,1,1
GATA1,0,1,1
GATA2,0,0,1
GATA3,0,0,1
GATA4,0,1,1
GATA6,0,0,1
GATM,1,1,1
GBA,0,0,1
GBAP1,1,1,1
NIPSNAP2,0,1,1
GBE1,0,0,1
GBP1,0,0,1
GBP2,0,0,1
GBP3,0,0,1
GBX1,0,0,0
GBX2,1,1,1
GC,0,0,0
GCDH,0,0,1
GCG,0,0,0
GCGR,0,1,1
GCH1,0,0,1
GCHFR,0,0,1
GCK,1,1,1
GCKR,0,1,1
BLOC1S1,0,1,1
KAT2A,0,1,1
NR6A1,0,1,1
GCNT1,0,1,1
GCNT2,0,0,1
OPN1MW,0,0,0
GCSH,1,1,1
GDF1,0,0,1
GDF2,0,0,0
MSTN,0,1,1
GDF9,0,1,1
GDF10,0,1,1
GDI1,1,1,1
GDI2,0,0,1
GDNF,0,1,1
GEM,0,0,1
GFAP,1,1,1
GFI1,0,0,1
GFPT1,0,0,1
GFRA1,0,1,1
GFRA2,0,1,1
GFRA3,0,0,1
GGCX,0,0,1
GGT1,0,1,1
GGT3P,0,1,1
GGTA1P,0,1,1
B4GALT1,0,0,1
GGT7,0,1,1
GGT5,0,0,1
GH1,0,1,1
GH2,0,0,0
GHR,0,0,1
GHRH,0,0,0
GHRHR,0,1,1
GHSR,0,0,0
GIF,0,0,0
GIP,0,0,0
GIPR,0,1,1
GJA1,0,1,1
GJA3,0,0,0
GJA4,0,0,1
GJA5,0,0,1
GJA8,0,0,0
GJB1,1,1,1
GJB2,0,1,1
GJB3,0,1,1
GJB5,0,1,1
GK,0,0,1
GK2,0,0,0
GK3P,0,0,0
GLA,0,0,1
GPC3,0,0,1
GLB1,0,0,1
GCLC,0,1,1
GCLM,0,1,1
GLDC,1,1,1
GLE1,0,0,1
GLG1,0,0,1
GLI1,0,0,1
GLI2,0,0,1
GLI3,0,0,1
GLI4,0,1,1
GLO1,0,1,1
GLP1R,0,0,0
GLRA1,1,1,1
GLRA2,1,1,1
GLRB,1,1,1
GLS,0,1,1
GLRX,0,1,1
GLUD1,1,1,1
GLUD2,0,1,1
GLUL,0,1,1
GM2A,0,1,1
GMDS,0,0,1
GMFB,1,1,1
GML,0,0,0
GMPR,0,1,1
GNA11,0,1,1
GNA12,0,1,1
GNA15,0,0,1
GNAI1,0,1,1
GNAI2,0,0,1
GNAI3,0,0,1
GNAL,1,1,1
GNAO1,1,1,1
GNAQ,0,1,1
GNAS,0,1,1
GNAT1,0,1,1
GNAT2,0,0,1
GNAZ,1,1,1
GNB1,0,1,1
GNB2,0,0,1
GNB3,0,1,1
GNG3,1,1,1
GNG4,1,1,1
GNG5,0,0,1
GNG7,1,1,1
GNG10,0,1,1
GNG11,0,0,1
GNGT1,0,0,0
GNGT2,0,0,1
GNL1,1,1,1
GNRH1,0,0,1
GNRH2,0,1,1
GNRHR,0,1,1
GNS,0,0,1
GOLGA1,0,0,1
GOLGA2,0,0,1
GOLGA3,0,0,1
GOLGA4,0,0,1
GOLGB1,0,0,1
GOT1,1,1,1
GOT2,0,1,1
SFN,0,0,1
GP1BA,0,0,1
GP1BB,0,0,1
GP2,0,1,1
GP5,0,0,1
GP9,0,0,0
GPC1,0,1,1
GPD1,0,1,1
GPD2,0,1,1
GPI,0,1,1
GPLD1,0,1,1
GPM6A,1,1,1
GPM6B,1,1,1
GPR1,0,0,1
CCR10,0,1,1
GPR3,1,1,1
GPR4,0,0,1
XCR1,0,0,0
GPR6,1,1,1
NPBWR1,0,0,0
NPBWR2,0,0,0
CXCR3,0,0,0
PRLHR,0,1,1
GPR12,1,1,1
UTS2R,0,1,1
GPR15,0,0,0
GPR17,1,1,1
GPR18,0,0,1
GPR19,1,1,1
GPR20,0,0,1
GPR21,0,0,0
GPR22,1,1,1
LPAR4,0,1,1
MCHR1,1,1,1
GPR25,0,1,1
GPR26,1,1,1
GPR27,1,1,1
GPER1,0,1,1
GPR31,0,0,0
GPR32,0,0,0
GPR34,0,1,1
GPR35,0,1,1
GPR37,1,1,1
MLNR,0,0,0
GPR39,0,1,1
FFAR1,1,1,1
AC002511.1,0,0,1
GPR42,0,0,0
FFAR2,0,0,1
GRK4,1,1,1
GRK5,0,0,1
GRK6,0,0,1
MKNK2,0,0,1
GPS1,0,1,1
GPS2,0,0,1
GPT,0,1,1
GPX1,0,0,1
GPX2,0,0,1
GPX3,0,0,1
GPX4,0,1,1
GPX5,0,0,0
GPX7,0,0,1
GRB2,0,1,1
GRB7,0,0,1
GRB10,0,1,1
GRB14,0,1,1
RAPGEF1,0,1,1
GRIA1,1,1,1
GRIA2,1,1,1
GRIA3,1,1,1
GRIA4,1,1,1
GRID1,1,1,1
GRID2,1,1,1
GRN,0,0,1
GRIK1,1,1,1
GRIK2,1,1,1
GRIK3,1,1,1
GRIK4,1,1,1
GRIK5,1,1,1
GRIN1,1,1,1
GRIN2A,1,1,1
GRIN2B,1,1,1
GRIN2C,1,1,1
GRIN2D,1,1,1
GRINA,0,1,1
NR3C1,0,0,1
ARHGAP35,1,1,1
GRM1,1,1,1
GRM2,1,1,1
GRM3,1,1,1
GRM4,1,1,1
GRM5,1,1,1
GRM6,0,1,1
GRM7,1,1,1
GRM8,1,1,1
CXCL1,0,0,1
CXCL2,0,0,1
CXCL3,0,0,1
GRP,1,1,1
PDIA3,0,0,1
GRPR,0,1,1
GRSF1,0,1,1
GSC2,0,0,0
GSK3A,0,1,1
GSK3B,0,1,1
GSN,0,0,1
GSPT1,0,0,1
GSR,0,0,1
GSS,0,0,1
GSTA1,0,0,1
GSTA2,0,0,0
GSTA3,0,0,0
GSTA4,0,1,1
GSTM1,0,1,1
GSTM2,0,0,1
GSTM3,0,1,1
GSTM4,0,1,1
GSTM5,0,1,1
GSTP1,0,0,1
GSTT1,0,0,1
GSTZ1,0,0,1
MSH6,0,0,1
GTF2A1,0,1,1
GTF2A2,0,0,1
GTF2B,0,0,1
GTF2E1,0,0,1
GTF2E2,0,0,1
GTF2F1,0,1,1
GTF2F2,0,0,1
GTF2H1,0,0,1
GTF2H2,0,0,1
GTF2H3,0,1,1
GTF2H4,0,0,1
GTF2I,0,0,1
GTF3A,0,1,1
BRF1,0,1,1
GUCY1B2,0,1,1
GTF3C1,0,0,1
GTF3C2,0,0,1
GUCY1A2,0,1,1
GUCA1A,1,1,1
GUCA1B,0,1,1
GUCA2A,0,0,0
GUCA2B,0,0,0
GUCY1A1,0,0,1
GUCY1B3,1,1,1
GUCY2C,0,1,1
GUCY2F,0,0,0
GUK1,0,1,1
GUSB,0,0,1
GYG1,0,0,1
GYPA,0,1,1
GYPB,0,0,0
GYPC,0,0,1
GYPE,0,0,1
GYS1,0,0,1
GYS2,0,1,1
GZMH,0,0,1
GUCY2D,0,1,1
GZMA,0,0,1
GZMB,0,0,1
GZMK,0,0,0
GZMM,0,1,1
H1F0,0,0,1
HIST1H1C,0,0,1
HIST1H1D,0,0,0
HIST1H1E,0,0,1
HIST1H1B,0,0,0
HIST1H1T,0,0,0
HIST1H2AE,0,0,1
HIST1H2AD,0,0,1
H2AFX,1,1,1
H2AFZ,0,1,1
HIST1H2BD,0,0,1
HIST1H2BB,0,0,0
H3F3A,0,0,1
H3F3B,0,0,1
HIST1H1A,0,0,0
HABP2,0,0,0
HSD17B10,0,0,1
HAGH,1,1,1
HADHA,0,0,1
HADHB,0,0,1
HADH,0,0,1
HAL,0,0,1
HARS,0,1,1
HAS1,0,1,1
HAS2,0,0,1
HAS3,0,0,1
HBA1,0,1,1
HBA2,0,1,1
HBM,0,1,1
HBB,0,1,1
HBBP1,0,0,0
HBD,0,1,1
HBE1,0,1,1
HBG1,0,1,1
HBG2,0,1,1
HBQ1,1,1,1
HBZ,0,1,1
HCCS,0,0,1
SERPIND1,0,1,1
HCFC1,0,0,1
HCK,0,0,1
HCLS1,0,0,1
HCRT,1,1,1
HCRTR1,0,1,1
HCRTR2,1,1,1
HTT,0,1,1
HDAC1,0,0,1
HDAC2,0,0,1
HDC,0,0,1
HDGF,0,0,1
HDLBP,0,0,1
HELLS,0,1,1
NCKAP1L,0,0,1
HEXA,0,0,1
HEXB,0,0,1
CFH,0,0,1
HFE,0,0,1
CFHR1,0,0,0
CFHR2,0,0,0
HGD,0,1,1
HGF,0,0,1
HGFAC,0,1,1
NRG1,0,1,1
HHEX,0,0,1
HIC1,0,0,1
HIF1A,0,0,1
HIP1,0,1,1
UBE2K,0,1,1
HINT1,0,1,1
HIVEP1,0,0,1
HIVEP2,0,1,1
HK1,0,1,1
HK2,0,0,1
HK3,0,0,1
ZBTB48,0,0,1
HLA-A,0,0,1
HLA-B,0,0,1
HLA-C,0,0,1
HLA-DMA,0,0,1
HLA-DMB,0,0,1
MNX1,0,0,0
HLA-DOA,0,0,1
HLA-DOB,0,0,1
HLA-DPA1,0,0,1
HLA-DPB1,0,0,1
HLA-DPB2,1,1,1
HLA-DQA1,0,0,1
HLA-DQB1,0,0,1
HLA-DQB2,0,0,1
HLA-DRA,0,0,1
HLA-DRB1,0,0,1
HLA-DRB3,0,0,1
HLA-DRB4,0,0,1
HLA-DRB5,0,0,1
HLA-DRB6,0,0,1
HLF,0,1,1
HLA-E,0,0,1
HLA-F,0,0,1
HLA-G,0,0,1
HLA-H,0,0,1
HLA-K,0,0,1
HLA-L,0,0,1
MR1,0,0,1
HLCS,0,1,1
HLX,0,0,1
HMBS,0,0,1
HMGB1,0,1,1
HMGB2,0,0,1
HMGB3,0,1,1
HMGN1,0,0,1
HMGN2,0,0,1
HMGCL,0,0,1
HMGCR,0,1,1
HMGCS1,0,1,1
HMGCS2,0,0,1
HMGA1,0,1,1
HMMR,0,1,1
HMOX1,0,0,1
HMOX2,0,1,1
NR4A1,0,0,1
HMX1,1,1,1
HMX2,0,0,0
FOXA1,0,0,0
FOXA2,0,0,0
FOXA3,0,1,1
HNF4A,0,1,1
HNF4G,0,1,1
ONECUT1,0,0,0
HNMT,0,0,1
SLC29A2,0,1,1
HNRNPA1P2,0,0,0
HNRNPA2B1,0,0,1
HNRNPAB,0,0,1
HNRNPC,0,0,1
HNRNPD,0,0,1
HNRNPF,0,0,1
HNRNPH1,0,0,1
HNRNPH2,0,1,1
HNRNPH3,0,0,1
HNRNPK,0,0,1
HNRNPL,0,0,1
HNRNPU,0,0,1
TLX1,0,0,0
TLX2,0,1,1
HOXA1,0,0,0
HOXA2,0,0,0
HOXA3,0,0,0
HOXA4,0,0,0
HOXA5,0,0,0
HOXA6,0,0,0
HOXA7,0,0,0
HOXA9,0,0,0
HOXA10,0,0,0
HOXA11,0,0,0
HPCA,1,1,1
HOXA13,0,0,0
HOXB1,0,0,0
HOXB2,0,0,1
HOXB3,0,0,1
HOXB4,0,0,1
HOXB5,0,0,0
HOXB6,0,0,0
HOXB7,0,0,0
HOXB8,0,0,0
HOXB9,0,0,0
HOXC4,0,0,1
HOXC5,0,0,0
HOXC6,0,0,1
HOXC8,0,0,0
HOXC9,0,0,0
HOXC10,0,0,1
HOXC11,0,0,0
HOXC12,0,0,0
HOXC13,0,0,0
HOXD1,0,1,1
HOXD3,0,0,1
HOXD4,0,0,0
HOXD8,0,0,0
HOXD9,0,0,0
HOXD10,0,0,0
HOXD11,0,0,0
HOXD12,0,0,0
HOXD13,0,0,0
HP,0,0,1
HPCAL1,1,1,1
HPD,0,0,1
HPGD,0,0,1
HPN,0,1,1
HPR,0,1,1
HPRT1,1,1,1
HPS1,0,0,1
HPX,0,1,1
HRAS,1,1,1
ERAS,1,1,1
AGFG1,0,0,1
AGFG2,0,1,1
HRH1,0,1,1
HRC,0,0,1
HRG,0,0,0
HRH2,0,1,1
PRMT2,0,1,1
PRMT1,0,0,1
HES1,0,0,1
HSBP1,0,1,1
HSD3B1,0,0,0
HSD3B2,0,1,1
HSD11B1,0,1,1
HSD11B2,0,0,1
HSD17B1,0,1,1
HSD17B3,0,1,1
HSD17B2,0,0,0
HSD17B4,0,0,1
HSF1,0,0,1
HSF2,0,1,1
HSF4,0,1,1
DNAJB2,1,1,1
DNAJA1,0,1,1
HSPA1A,0,1,1
HSPA1L,0,1,1
HSPA2,0,1,1
HSPA4,0,1,1
HSPA5,0,0,1
HSPA6,0,0,1
HSPA8,0,1,1
HSPA9,0,1,1
HSPB1,0,0,1
HSPB2,0,1,1
HSP90AA2,0,0,1
IGSF3,0,0,1
HSP90AB1,0,1,1
HSPD1,0,0,1
HSPE1,0,1,1
DNAJB1,0,1,1
DNAJC4,0,0,1
HSPG2,0,0,1
NDST1,0,1,1
FOXN2,0,1,1
HTN1,0,0,0
HTN3,0,0,0
HTR1A,0,0,0
HTR1B,0,1,1
HTR1D,1,1,1
HTR1E,1,1,1
HTR1F,0,1,1
HTR2A,1,1,1
HTR2B,0,0,1
HTR2C,1,1,1
HTR3A,0,0,0
HTR4,0,1,1
HTR5A,1,1,1
HTR6,1,1,1
HTR7,0,1,1
HUS1,0,0,1
TNC,0,0,1
HYAL1,0,0,1
IAPP,0,0,0
IARS,0,0,1
IBSP,0,0,0
ICA1,0,1,1
ICAM1,0,0,1
ICAM2,0,0,1
ICAM3,0,0,1
ICAM4,0,0,1
IRF8,0,0,1
MRPL58,0,0,1
ID1,0,0,1
ID2,0,0,1
ID3,0,0,1
ID4,0,1,1
IDE,0,0,1
IDH1,0,0,1
IDH2,0,1,1
IDH3A,0,1,1
IDH3B,0,0,1
IDH3G,0,1,1
IDI1,0,1,1
IDS,1,1,1
IDUA,0,0,1
CFI,0,0,1
IFI16,0,0,1
IFI27,0,1,1
IFI35,0,0,1
SP110,0,0,1
IFIT2,0,1,1
IFIT1,1,1,1
IFIT3,0,1,1
IFNA1,0,0,0
IFNA2,0,0,0
IFNA4,0,0,0
IFNA5,0,0,0
IFNA6,1,1,1
IFNA7,0,0,0
IFNA8,0,0,0
IFNA10,0,0,0
IFNA16,0,0,0
IFNA21,1,1,1
IFNAR1,0,0,1
IFNAR2,0,0,1
IFNB1,0,0,0
IFNG,0,0,0
IFNGR1,0,0,1
IFNGR2,0,0,1
IFNW1,1,1,1
IFRD1,0,0,1
IGBP1,0,0,1
IGF1,0,0,1
IGF1R,0,0,1
IGF2,0,0,1
IGF2R,0,0,1
IGFALS,0,1,1
IGFBP1,0,1,1
IGFBP2,0,0,1
IGFBP3,0,0,1
IGFBP4,0,0,1
IGFBP5,0,0,1
IGFBP6,0,0,1
IGFBP7,0,0,1
CCN1,0,0,1
IGHA1,0,0,1
IGHG2,0,0,1
IGHG4,0,0,1
IGHMBP2,0,0,1
JCHAIN,0,0,1
RBPJ,0,0,1
IGLL1,0,0,0
IGSF1,0,1,1
IHH,0,1,1
IK,0,0,1
IKBKB,0,0,1
IL1A,0,1,1
IL1B,0,1,1
IL1R1,0,0,1
IL1RAP,0,0,1
IL1RN,0,0,1
IL2,0,0,0
IL2RA,0,0,0
IL2RB,0,0,1
IL2RG,0,0,1
IL3,0,0,0
IL3RA,0,0,1
IL4,0,0,0
IL4R,0,0,1
IL5,0,1,1
IL5RA,0,1,1
IL6,0,0,1
IL6R,0,0,1
IL6ST,0,0,1
IL7,0,0,1
IL7R,0,0,1
CXCL8,0,0,1
CXCR1,0,1,1
IL9,0,0,0
CXCR2,0,1,1
CXCR2P1,0,0,0
IL9R,0,0,0
IL10,0,0,0
IL10RA,0,0,1
IL10RB,0,0,1
IL11,1,1,1
IL11RA,0,0,1
IL12A,0,1,1
IL12B,0,0,0
IL12RB1,0,1,1
IL12RB2,0,1,1
IL13,0,1,1
IL13RA1,0,0,1
